,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status (Note),Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
3186,21_01_3186,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3187,21_01_3187,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3188,21_01_3188,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3189,21_01_3189,Motorcycle,HARTFORD,HD-223H,Petrol,223,SOLO,A,-,1,"<= 150,000",2020,2021-01
3190,21_01_3190,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3191,21_01_3191,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3192,21_01_3192,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3193,21_01_3193,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3194,21_01_3194,Motorcycle,HONDA,NSS 250,Petrol,249,SOLO,C2,-,1,"<= 150,000",2017,2021-01
3195,21_01_3195,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3196,21_01_3196,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3197,21_01_3197,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3198,21_01_3198,Motorcycle,HARLEY-DAVIDSON,ROADSTER,Petrol,1202,SOLO,A,-,1,"<= 150,000",2018,2021-01
3199,21_01_3199,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3200,21_01_3200,Motorcycle,DAELIM,XQ250,Petrol,247,SOLO,A,-,1,"<= 150,000",2020,2021-01
3201,21_01_3201,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3202,21_01_3202,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3203,21_01_3203,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3204,21_01_3204,Motorcycle,HARLEY-DAVIDSON,FAT BOY 114,Petrol,1868,SOLO,A,-,1,"> 150,000 and <= 300,000",2020,2021-01
3205,21_01_3205,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3206,21_01_3206,Motorcycle,DAYANG,ECOOTER/ E1R,Electric,-,SOLO,A,-,1,"<= 150,000",2020,2021-01
3207,21_01_3207,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3208,21_01_3208,Motorcycle,YAMAHA,YZF-R6,Petrol,599,SOLO,B,-,1,"<= 150,000",2020,2021-01
3209,21_01_3209,Motorcycle,HONDA,CB400SS,Petrol,397,SOLO,C2,-,1,"<= 150,000",2008,2021-01
3210,21_01_3210,Motorcycle,HONDA,NSS 350,Petrol,330,SOLO,B,-,1,"<= 150,000",2020,2021-01
3211,21_01_3211,Motorcycle,YAMAHA,YZF-R3A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3212,21_01_3212,Motorcycle,HONDA,SDH125T-37,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3213,21_01_3213,Motorcycle,KTM,1290 SUPERDUKE R,Petrol,1301,SOLO,A,-,1,"<= 150,000",2018,2021-01
3214,21_01_3214,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3215,21_01_3215,Motorcycle,HONDA,CB190R (ABS),Petrol,184,SOLO,A,-,1,"<= 150,000",2020,2021-01
3216,21_01_3216,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3217,21_01_3217,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3218,21_01_3218,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3219,21_01_3219,Motorcycle,YAMAHA,CYGNUS-X S,Petrol,125,SOLO,B,-,-,"<= 150,000",2020,2021-01
3220,21_01_3220,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3221,21_01_3221,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3222,21_01_3222,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3223,21_01_3223,Motorcycle,YAMAHA,XSR 900,Petrol,847,SOLO,A,-,1,"<= 150,000",2020,2021-01
3224,21_01_3224,Motorcycle,YAMAHA,SMAX ABS,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3225,21_01_3225,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3226,21_01_3226,Motorcycle,TRS,X TRACK RR,Petrol,294,SOLO,A,-,-,"<= 150,000",2020,2021-01
3227,21_01_3227,Motorcycle,KAWASAKI,Z900RS,Petrol,948,SOLO,A,-,1,"<= 150,000",2020,2021-01
3228,21_01_3228,Motorcycle,HONDA,CB190R (ABS),Petrol,184,SOLO,A,-,1,"<= 150,000",2020,2021-01
3229,21_01_3229,Motorcycle,YAMAHA,YZF-R6,Petrol,599,SOLO,A,-,1,"<= 150,000",2020,2021-01
3230,21_01_3230,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3231,21_01_3231,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3232,21_01_3232,Motorcycle,YAMAHA,XMAX300,Petrol,292,SOLO,B,-,1,"<= 150,000",2020,2021-01
3233,21_01_3233,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3234,21_01_3234,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERTECH,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3235,21_01_3235,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3236,21_01_3236,Motorcycle,HARLEY-DAVIDSON,ROADSTER,Petrol,1202,SOLO,A,-,1,"<= 150,000",2018,2021-01
3237,21_01_3237,Motorcycle,HONDA,SDH125T-37,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3238,21_01_3238,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3239,21_01_3239,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3240,21_01_3240,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3241,21_01_3241,Motorcycle,YAMAHA,MT-07A,Petrol,689,SOLO,A,-,1,"<= 150,000",2020,2021-01
3242,21_01_3242,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3243,21_01_3243,Motorcycle,HARLEY-DAVIDSON,HERITAGE CLASSIC 114,Petrol,1868,SOLO,A,-,1,"> 150,000 and <= 300,000",2020,2021-01
3244,21_01_3244,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3245,21_01_3245,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3246,21_01_3246,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3247,21_01_3247,Motorcycle,B.M.W.,R1100S,Petrol,1080,SOLO,D,-,1,"<= 150,000",1998,2021-01
3248,21_01_3248,Motorcycle,HONDA,MONKEY,Petrol,88,SOLO-L50,C2,-,-,"<= 150,000",1999,2021-01
3249,21_01_3249,Motorcycle,YAMAHA,SMAX ABS,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3250,21_01_3250,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3251,21_01_3251,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3252,21_01_3252,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3253,21_01_3253,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3254,21_01_3254,Motorcycle,YAMAHA,CYGNUS GRYPHUS ABS,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3255,21_01_3255,Motorcycle,HONDA,CBF300NA,Petrol,286,SOLO,A,-,1,"<= 150,000",2020,2021-01
3256,21_01_3256,Motorcycle,SUZUKI,AN400,Petrol,400,SOLO,A,-,1,"<= 150,000",2020,2021-01
3257,21_01_3257,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3258,21_01_3258,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3259,21_01_3259,Motorcycle,KAWASAKI,Z1000SX,Petrol,1043,SOLO,A,-,1,"<= 150,000",2017,2021-01
3260,21_01_3260,Motorcycle,DACHANGJIANG,NK150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3261,21_01_3261,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3262,21_01_3262,Motorcycle,HARTFORD,HY-125K3,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3263,21_01_3263,Motorcycle,TM RACING,299J,Petrol,293,SOLO,A,-,-,"<= 150,000",2020,2021-01
3264,21_01_3264,Motorcycle,YAMAHA,XMAX300SP,Petrol,292,SOLO,A,-,1,"<= 150,000",2020,2021-01
3265,21_01_3265,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3266,21_01_3266,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3267,21_01_3267,Motorcycle,HONDA,CBF300NA,Petrol,286,SOLO,A,-,1,"<= 150,000",2020,2021-01
3268,21_01_3268,Motorcycle,PIAGGIO,VESPA PRIMAVERA 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3269,21_01_3269,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3270,21_01_3270,Motorcycle,PIAGGIO,VESPA PRIMAVERA 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3271,21_01_3271,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3272,21_01_3272,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3273,21_01_3273,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3274,21_01_3274,Motorcycle,B.M.W.,G 310 GS,Petrol,313,SOLO,A,-,1,"<= 150,000",2020,2021-01
3275,21_01_3275,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3276,21_01_3276,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3277,21_01_3277,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3278,21_01_3278,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3279,21_01_3279,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3280,21_01_3280,Motorcycle,HONDA,SDH125T-37,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3281,21_01_3281,Motorcycle,HARTFORD,HD-223H,Petrol,223,SOLO,A,-,1,"<= 150,000",2020,2021-01
3282,21_01_3282,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3283,21_01_3283,Motorcycle,PIAGGIO,VESPA SPRINT S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3284,21_01_3284,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3285,21_01_3285,Motorcycle,YAMAHA,NMAX ABS 155,Petrol,155,SOLO,C2,-,1,"<= 150,000",2020,2021-01
3286,21_01_3286,Motorcycle,YAMAHA,CYGNUS-X S,Petrol,125,SOLO,B,-,-,"<= 150,000",2020,2021-01
3287,21_01_3287,Motorcycle,HONDA,CROSS CUB 110,Petrol,110,SOLO,B,-,1,"<= 150,000",2018,2021-01
3288,21_01_3288,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3289,21_01_3289,Motorcycle,HARTFORD,HD-125S,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3290,21_01_3290,Motorcycle,DUCATI,SCRAMBLER1100,Petrol,1079,SOLO,A,-,1,"<= 150,000",2018,2021-01
3291,21_01_3291,Motorcycle,HONDA,DIO,Petrol,55,SOLO-L50,C2,-,-,"<= 150,000",1999,2021-01
3292,21_01_3292,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3293,21_01_3293,Motorcycle,YAMAHA,BW'S X125,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3294,21_01_3294,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3295,21_01_3295,Motorcycle,YAMAHA,YZF-R6,Petrol,599,SOLO,A,-,1,"<= 150,000",2020,2021-01
3296,21_01_3296,Motorcycle,HONDA,NSS 300,Petrol,279,SOLO,B,-,1,"<= 150,000",2020,2021-01
3297,21_01_3297,Motorcycle,HARLEY-DAVIDSON,SPORT GLIDE,Petrol,1745,SOLO,A,-,1,"> 150,000 and <= 300,000",2020,2021-01
3298,21_01_3298,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3299,21_01_3299,Motorcycle,DUCATI,959 PANIGALE,Petrol,955,SOLO,A,-,1,"<= 150,000",2017,2021-01
3300,21_01_3300,Motorcycle,FANTIC,FA12,Petrol,125,SOLO,A,-,1,"<= 150,000",2019,2021-01
3301,21_01_3301,Motorcycle,YAMAHA,XMAX300SP,Petrol,292,SOLO,A,-,1,"<= 150,000",2020,2021-01
3302,21_01_3302,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3303,21_01_3303,Motorcycle,SUZUKI,SV650,Petrol,645,SOLO,A,-,1,"<= 150,000",2020,2021-01
3304,21_01_3304,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3305,21_01_3305,Motorcycle,PIAGGIO,MEDLEY S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3306,21_01_3306,Motorcycle,HONDA,CB400A,Petrol,399,SOLO,A,-,1,"<= 150,000",2020,2021-01
3307,21_01_3307,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3308,21_01_3308,Motorcycle,YAMAHA,BW'S X125,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3309,21_01_3309,Motorcycle,YAMAHA,NMAX155 ABS,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,2021-01
3310,21_01_3310,Motorcycle,PIAGGIO,MEDLEY S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3311,21_01_3311,Motorcycle,YAMAHA,XMAX300,Petrol,292,SOLO,A,-,1,"<= 150,000",2020,2021-01
3312,21_01_3312,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3313,21_01_3313,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3314,21_01_3314,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3315,21_01_3315,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3316,21_01_3316,Motorcycle,SUZUKI,SV650,Petrol,645,SOLO,A,-,1,"<= 150,000",2020,2021-01
3317,21_01_3317,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3318,21_01_3318,Motorcycle,YAMAHA,NMAX155 ABS,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,2021-01
3319,21_01_3319,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3320,21_01_3320,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3321,21_01_3321,Motorcycle,YAMAHA,YZF-R3A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3322,21_01_3322,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3323,21_01_3323,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3324,21_01_3324,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3325,21_01_3325,Motorcycle,DACHANGJIANG,TR150E,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3326,21_01_3326,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3327,21_01_3327,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3328,21_01_3328,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3329,21_01_3329,Motorcycle,HONDA,CMX500A,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3330,21_01_3330,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3331,21_01_3331,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3332,21_01_3332,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3333,21_01_3333,Motorcycle,JINTIAN,JT100T-7C,Petrol,100,SOLO,D,-,1,"<= 150,000",2019,2021-01
3334,21_01_3334,Motorcycle,DUCATI,SUPERSPORT S,Petrol,937,SOLO,A,-,1,"<= 150,000",2018,2021-01
3335,21_01_3335,Motorcycle,YAMAHA,XMAX300,Petrol,292,SOLO,B,-,1,"<= 150,000",2020,2021-01
3336,21_01_3336,Motorcycle,PIAGGIO,MP3 300 HPE SPORT,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3337,21_01_3337,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3338,21_01_3338,Motorcycle,KAWASAKI,Z900RS,Petrol,948,SOLO,A,-,1,"<= 150,000",2020,2021-01
3339,21_01_3339,Motorcycle,SUZUKI,RG 400,Petrol,399,SOLO,C2,-,-,"<= 150,000",1985,2021-01
3340,21_01_3340,Motorcycle,HONDA,CB190R (ABS),Petrol,184,SOLO,A,-,1,"<= 150,000",2020,2021-01
3341,21_01_3341,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3342,21_01_3342,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3343,21_01_3343,Motorcycle,KTM,390 ADVENTURE,Petrol,373,SOLO,A,-,1,"<= 150,000",2020,2021-01
3344,21_01_3344,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3345,21_01_3345,Motorcycle,HONDA,CRF1100D4,Petrol,1084,SOLO,A,-,1,"<= 150,000",2020,2021-01
3346,21_01_3346,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3347,21_01_3347,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3348,21_01_3348,Motorcycle,RED MOTO,RMH,Petrol,249,SOLO,A,-,-,"<= 150,000",2019,2021-01
3349,21_01_3349,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3350,21_01_3350,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3351,21_01_3351,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3352,21_01_3352,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3353,21_01_3353,Motorcycle,YAMAHA,CYGNUS-X S,Petrol,125,SOLO,B,-,-,"<= 150,000",2020,2021-01
3354,21_01_3354,Motorcycle,YAMAHA,SR400,Petrol,399,SOLO,C2,-,1,"<= 150,000",1998,2021-01
3355,21_01_3355,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3356,21_01_3356,Motorcycle,HONDA,CB190R (ABS),Petrol,184,SOLO,A,-,1,"<= 150,000",2020,2021-01
3357,21_01_3357,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3358,21_01_3358,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3359,21_01_3359,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3360,21_01_3360,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3361,21_01_3361,Motorcycle,YAMAHA,XMAX300SP,Petrol,292,SOLO,A,-,1,"<= 150,000",2020,2021-01
3362,21_01_3362,Motorcycle,HONDA,EZ-9,Petrol,90,SOLO,C2,-,-,"<= 150,000",1990,2021-01
3363,21_01_3363,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3364,21_01_3364,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3365,21_01_3365,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3366,21_01_3366,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3367,21_01_3367,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3368,21_01_3368,Motorcycle,HONDA,ADV 150 ABS,Petrol,149,SOLO,B,-,1,"<= 150,000",2020,2021-01
3369,21_01_3369,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3370,21_01_3370,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3371,21_01_3371,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3372,21_01_3372,Motorcycle,JIAPENG,JP125E-9,Petrol,124,SOLO,D,-,1,"<= 150,000",2019,2021-01
3373,21_01_3373,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3374,21_01_3374,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3375,21_01_3375,Motorcycle,DACHANGJIANG,DR160S,Petrol,162,SOLO,A,-,1,"<= 150,000",2020,2021-01
3376,21_01_3376,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3377,21_01_3377,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3378,21_01_3378,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3379,21_01_3379,Motorcycle,YAMAHA,SR400,Petrol,399,SOLO,A,-,1,"<= 150,000",2020,2021-01
3380,21_01_3380,Motorcycle,YAMAHA,YZF-R3A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3381,21_01_3381,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3382,21_01_3382,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3383,21_01_3383,Motorcycle,HONDA,MSX 125 GROM ABS,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3384,21_01_3384,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3385,21_01_3385,Motorcycle,HONDA,DIO,Petrol,55,SOLO-L50,C2,-,-,"<= 150,000",1999,2021-01
3386,21_01_3386,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3387,21_01_3387,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3388,21_01_3388,Motorcycle,HONDA,MOTOCOMPO,Petrol,55,SOLO-L50,C2,-,-,"<= 150,000",1998,2021-01
3389,21_01_3389,Motorcycle,HONDA,CMX300,Petrol,286,SOLO,B,-,1,"<= 150,000",2020,2021-01
3390,21_01_3390,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3391,21_01_3391,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3392,21_01_3392,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3393,21_01_3393,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3394,21_01_3394,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3395,21_01_3395,Motorcycle,KAWASAKI,NINJA ZX-25R,Petrol,250,SOLO,A,-,1,"<= 150,000",2020,2021-01
3396,21_01_3396,Motorcycle,HONDA,GB400,Petrol,399,SOLO,C2,-,1,"<= 150,000",1989,2021-01
3397,21_01_3397,Motorcycle,HONDA,CB400SS,Petrol,397,SOLO,C2,-,1,"<= 150,000",2007,2021-01
