,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status (Note),Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
2673,21_02_2673,LGV,ISUZU,NPR75HH-VI-C,Diesel,5193,PANTECHNICON,E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2674,21_02_2674,LGV,VOLKSWAGEN,TRANSPORTER R DSG,Diesel,1968,VAN,A,3.08,4,"> 300,000 and <= 500,000",2019,2021-02
2675,21_02_2675,LGV,MERCEDES BENZ,119BT FL,Diesel,2143,VAN,A,3.1,4,"> 300,000 and <= 500,000",2020,2021-02
2676,21_02_2676,LGV,ISUZU,TFS87JD-VI-C-AT-P,Diesel,1898,PICK-UP,A,3.1,4,"> 300,000 and <= 500,000",2020,2021-02
2677,21_02_2677,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2678,21_02_2678,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2679,21_02_2679,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2680,21_02_2680,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2681,21_02_2681,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2682,21_02_2682,LGV,ISUZU,TFS87JD-VI-C-AT-P,Diesel,1898,PICK-UP,A,3.1,4,"> 300,000 and <= 500,000",2021,2021-02
2683,21_02_2683,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2684,21_02_2684,LGV,ISUZU,NPR75KJW-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,5,"> 300,000 and <= 500,000",2021,2021-02
2685,21_02_2685,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2686,21_02_2686,LGV,FOTON,BJ1078VEJEA-FP,Diesel,3760,PANTECHNICON(TL),E,5.5,2,"> 150,000 and <= 300,000",2019,2021-02
2687,21_02_2687,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2688,21_02_2688,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2021,2021-02
2689,21_02_2689,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2690,21_02_2690,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2691,21_02_2691,LGV,PEUGEOT,EXPERT COMBI BLUEHDI 180 EAT8 L3,Diesel,1997,VAN,A,2.88,5,"> 150,000 and <= 300,000",2020,2021-02
2692,21_02_2692,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2021,2021-02
2693,21_02_2693,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2020,2021-02
2694,21_02_2694,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2695,21_02_2695,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2696,21_02_2696,LGV,VOLKSWAGEN,TRANSPORTER R DSG,Diesel,1968,VAN,A,3.08,4,"> 300,000 and <= 500,000",2019,2021-02
2697,21_02_2697,LGV,HINO,300 SERIES XZU605R-WKMMV3,Diesel,4009,RECOVERY LORRY,E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2698,21_02_2698,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2699,21_02_2699,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2700,21_02_2700,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2701,21_02_2701,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2702,21_02_2702,LGV,MITSUBISHI FUSO,FEC71GR3SDAM,Diesel,2998,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2703,21_02_2703,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2704,21_02_2704,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2020,2021-02
2705,21_02_2705,LGV,PEUGEOT,EXPERT COMBI BLUEHDI 180 EAT8 L3,Diesel,1997,VAN,A,2.88,2,"> 150,000 and <= 300,000",2020,2021-02
2706,21_02_2706,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2707,21_02_2707,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2708,21_02_2708,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2709,21_02_2709,LGV,LANDROVER,DISCOVERY 3.0 SDV6,Diesel,2993,VAN,A,3.05,4,"> 500,000",2020,2021-02
2710,21_02_2710,LGV,HINO,300 SERIES XZC710R-HKFQW3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2711,21_02_2711,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2712,21_02_2712,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2713,21_02_2713,LGV,LANDROVER,DISCOVERY 3.0 SDV6,Diesel,2993,VAN,A,3.05,4,"> 500,000",2020,2021-02
2714,21_02_2714,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2715,21_02_2715,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2716,21_02_2716,LGV,SSANGYONG,MUSSO,Diesel,2157,PICK-UP,A,2.88,4,"> 150,000 and <= 300,000",2021,2021-02
2717,21_02_2717,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2021,2021-02
2718,21_02_2718,LGV,FOTON,AUMARK S,Diesel,3760,PANTECHNICON,E,5.5,2,"> 150,000 and <= 300,000",2019,2021-02
2719,21_02_2719,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2720,21_02_2720,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2721,21_02_2721,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2021,2021-02
2722,21_02_2722,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2723,21_02_2723,LGV,ISUZU,NMR85H-VI-C,Diesel,2999,PANTECHNICON(TL),E,5.2,2,"> 300,000 and <= 500,000",2020,2021-02
2724,21_02_2724,LGV,JAC,HFC1063P71K1C7S,Diesel,3800,DROP SIDE PLATFORM,E,5.5,2,"> 150,000 and <= 300,000",2020,2021-02
2725,21_02_2725,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2726,21_02_2726,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2727,21_02_2727,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2728,21_02_2728,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2729,21_02_2729,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2730,21_02_2730,LGV,JAC,HFC1063P71K1C7S,Diesel,3800,PANTECHNICON(TL),E,5.5,2,"> 150,000 and <= 300,000",2020,2021-02
2731,21_02_2731,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2732,21_02_2732,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 300,000 and <= 500,000",2021,2021-02
2733,21_02_2733,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2734,21_02_2734,LGV,VOLKSWAGEN,TRANSPORTER GT DSG 5S,Diesel,1968,VAN,A,3,4,"> 150,000 and <= 300,000",2019,2021-02
2735,21_02_2735,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2736,21_02_2736,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2737,21_02_2737,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2738,21_02_2738,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2739,21_02_2739,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2740,21_02_2740,LGV,PEUGEOT,EXPERT COMBI BLUEHDI 180 EAT8 L3,Diesel,1997,VAN,A,2.88,5,"> 150,000 and <= 300,000",2020,2021-02
2741,21_02_2741,LGV,HINO,300 SERIES XZC710R-WKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2742,21_02_2742,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2743,21_02_2743,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2744,21_02_2744,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2745,21_02_2745,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2746,21_02_2746,LGV,HINO,300 SERIES XZC710R-HKFQW3,Diesel,4009,FIXED SIDE PLATFORM,E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2747,21_02_2747,LGV,KIA,K2500,Diesel,2497,PANTECHNICON,E,3.24,2,"> 150,000 and <= 300,000",2020,2021-02
2748,21_02_2748,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2749,21_02_2749,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2750,21_02_2750,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2751,21_02_2751,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 300,000 and <= 500,000",2021,2021-02
2752,21_02_2752,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2753,21_02_2753,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2754,21_02_2754,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,5,"> 300,000 and <= 500,000",2020,2021-02
2755,21_02_2755,LGV,KIA,SORENTO DIESEL GT,Diesel,2151,VAN,A,2.51,4,"> 300,000 and <= 500,000",2020,2021-02
2756,21_02_2756,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2757,21_02_2757,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2758,21_02_2758,LGV,KIA,SORENTO DIESEL GT,Diesel,2151,VAN,A,2.51,4,"> 300,000 and <= 500,000",2020,2021-02
2759,21_02_2759,LGV,ISUZU,NPR75HH-VI-C,Diesel,5193,PANTECHNICON,E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2760,21_02_2760,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2761,21_02_2761,LGV,MITSUBISHI FUSO,FEC71ER3SDAM,Diesel,2998,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2762,21_02_2762,LGV,MERCEDES BENZ,119BT FL,Diesel,2143,VAN,A,3.1,4,"> 300,000 and <= 500,000",2020,2021-02
2763,21_02_2763,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2764,21_02_2764,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2765,21_02_2765,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2766,21_02_2766,LGV,VOLKSWAGEN,TRANSPORTER R DSG,Diesel,1968,VAN,A,3.08,4,"> 300,000 and <= 500,000",2019,2021-02
2767,21_02_2767,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2768,21_02_2768,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2020,2021-02
2769,21_02_2769,LGV,ISUZU,TFS87JD-VI-C-AT-P,Diesel,1898,PICK-UP,A,3.1,4,"> 300,000 and <= 500,000",2021,2021-02
2770,21_02_2770,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON,E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2771,21_02_2771,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2772,21_02_2772,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2773,21_02_2773,LGV,HINO,300 SERIES XZC720R-HKFQW3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2774,21_02_2774,LGV,PEUGEOT,EXPERT COMBI BLUEHDI 180 EAT8 L3,Diesel,1997,VAN,A,2.88,2,"> 150,000 and <= 300,000",2020,2021-02
2775,21_02_2775,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 300,000 and <= 500,000",2021,2021-02
2776,21_02_2776,LGV,MERCEDES BENZ,119BT,Diesel,2143,VAN,A,3.1,4,"> 300,000 and <= 500,000",2020,2021-02
2777,21_02_2777,LGV,HYUNDAI,H-1 A/T 3-SEAT EURO 6 FACELIFT,Diesel,2497,VAN,A,3.18,2,"> 150,000 and <= 300,000",2020,2021-02
2778,21_02_2778,LGV,MITSUBISHI FUSO,FEC71ER4SDAM,Diesel,2998,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2779,21_02_2779,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2780,21_02_2780,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2781,21_02_2781,LGV,HINO,300 SERIES XZC710R-HKFQW3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2782,21_02_2782,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2783,21_02_2783,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2784,21_02_2784,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2785,21_02_2785,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2786,21_02_2786,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2787,21_02_2787,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2788,21_02_2788,LGV,MERCEDES BENZ,119BT L FL,Diesel,2143,VAN,A,3.1,4,"> 300,000 and <= 500,000",2020,2021-02
2789,21_02_2789,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,2021-02
2790,21_02_2790,LGV,NISSAN,E-NV200 FULL PANEL VAN (LGV),Electric,-,Van (EX),A,2.24,1,"> 300,000 and <= 500,000",2020,2021-02
2791,21_02_2791,LGV,HINO,300 SERIES XZC720R-WKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2792,21_02_2792,LGV,MAXUS,V80 SV6 E219/3003235,Diesel,2499,PANTECHNICON,E,3.5,2,"<= 150,000",2016,2021-02
2793,21_02_2793,LGV,KIA,K2500,Diesel,2497,DROP SIDE PLATFORM,E,3.24,2,"> 150,000 and <= 300,000",2020,2021-02
2794,21_02_2794,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2795,21_02_2795,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2796,21_02_2796,LGV,ISUZU,TFS87JD-VI-C-AT,Diesel,1898,PICK-UP,A,3.1,4,"> 150,000 and <= 300,000",2021,2021-02
2797,21_02_2797,LGV,SSANGYONG,MUSSO,Diesel,2157,PICK-UP,A,2.88,4,"> 150,000 and <= 300,000",2020,2021-02
2798,21_02_2798,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2799,21_02_2799,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2800,21_02_2800,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2801,21_02_2801,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2802,21_02_2802,LGV,MITSUBISHI FUSO,FEC71ER4SDAM,Diesel,2998,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2803,21_02_2803,LGV,KIA,SORENTO DIESEL GT,Diesel,2151,VAN,A,2.51,4,"> 300,000 and <= 500,000",2020,2021-02
2804,21_02_2804,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2805,21_02_2805,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2806,21_02_2806,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2807,21_02_2807,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2808,21_02_2808,MGV,MITSUBISHI FUSO,FEC91HR4SDAM,Diesel,2998,PANTECHNICON(TL),E,8.2,5,"> 300,000 and <= 500,000",2019,2021-02
2809,21_02_2809,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2020,2021-02
2810,21_02_2810,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,5,"> 300,000 and <= 500,000",2020,2021-02
2811,21_02_2811,MGV,FOTON,AUMARK S 9T,Diesel,3760,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-02
2812,21_02_2812,MGV,SCANIA,P410B6X2NA,Diesel,12742,DROP SIDE PLATFORM,E,24,1,"> 500,000",2020,2021-02
2813,21_02_2813,MGV,HINO,300 SERIES XZC720R-WKTSV3,Diesel,4009,PANTECHNICON(TL),E,8,2,"> 300,000 and <= 500,000",2020,2021-02
2814,21_02_2814,MGV,HINO,500 SERIES FD9JLPA-HAH,Diesel,5123,PANTECHNICON(TL),E,10.4,2,"> 500,000",2019,2021-02
2815,21_02_2815,MGV,ISUZU,FXZ77LD-7S-VI-C,Diesel,9839,REFUSE COLLECTOR,E,24,2,"> 500,000",2020,2021-02
2816,21_02_2816,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,5,"> 300,000 and <= 500,000",2020,2021-02
2817,21_02_2817,MGV,ISUZU,FXZ77LD-7S-VI-C,Diesel,9839,GULLY EMPTIER,E,24,2,"> 500,000",2020,2021-02
2818,21_02_2818,MGV,MERCEDES BENZ,1018,Diesel,5132,PANTECHNICON(TL),E,10.5,2,"> 500,000",2019,2021-02
2819,21_02_2819,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2020,2021-02
2820,21_02_2820,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2020,2021-02
2821,21_02_2821,MGV,MITSUBISHI FUSO,FV70HKM2VDAA,Diesel,10677,TIPPER,E,24,2,"> 500,000",2018,2021-02
2822,21_02_2822,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,FIX SIDE P/FORM(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-02
2823,21_02_2823,MGV,SCANIA,P410A4X2NA,Diesel,12742,TRACTOR,A,16,1,"> 500,000",2019,2021-02
2824,21_02_2824,MGV,MERCEDES BENZ,1827L,Diesel,7698,PANTECHNICON,E,16,1,"> 500,000",2017,2021-02
2825,21_02_2825,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,TANKER,E,9,2,"> 300,000 and <= 500,000",2020,2021-02
2826,21_02_2826,MGV,HINO,500 SERIES GH8JR2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020,2021-02
2827,21_02_2827,MGV,MERCEDES BENZ,2640LDNA,Diesel,10677,PANTECHNICON(TL),E,24,1,"> 500,000",2018,2021-02
2828,21_02_2828,MGV,SINOTRUK,ZZ1167M601GE1,Diesel,6871,PANTECHNICON(TL),E,16,1,"> 300,000 and <= 500,000",2015,2021-02
2829,21_02_2829,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,DROP SIDE PLATFORM,E,16,2,"> 500,000",2020,2021-02
2830,21_02_2830,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-02
2831,21_02_2831,MGV,SCANIA,P410A4X2NA,Diesel,12742,TRACTOR,A,16,1,"> 500,000",2019,2021-02
2832,21_02_2832,MGV,MITSUBISHI FUSO,FEB91GR4WDAM,Diesel,2998,TIPPER,E,8.2,5,"> 500,000",2019,2021-02
2833,21_02_2833,MGV,ISUZU,FSR90N-VI-C,Diesel,5193,REFUSE COLLECTOR,E,14,2,"> 500,000",2020,2021-02
2834,21_02_2834,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-02
2835,21_02_2835,MGV,HINO,500 SERIES FE8JJPA-QAH,Diesel,7685,PANTECHNICON(TL),E,14,2,"> 500,000",2020,2021-02
2836,21_02_2836,MGV,ISUZU,CYZ52RX-7S-VI-C,Diesel,15681,TANKER,E,24,2,"> 500,000",2020,2021-02
2837,21_02_2837,MGV,MAN,TGX 26.430 6X4 BLS,Diesel,12419,TRACTOR,A,24,1,"> 500,000",2020,2021-02
2838,21_02_2838,MGV,ISUZU,FVR34SC-VI-C,Diesel,7790,PANTECHNICON,E,16,2,"> 500,000",2019,2021-02
2839,21_02_2839,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2020,2021-02
2840,21_02_2840,MGV,MERCEDES BENZ,2630L,Diesel,7698,REFUSE COLLECTOR,E,24,3,"> 500,000",2020,2021-02
2841,21_02_2841,MGV,IVECO,DAILY 65C21,Diesel,2998,RECOVERY LORRY,E,6.5,2,"> 300,000 and <= 500,000",2020,2021-02
2842,21_02_2842,MGV,ISUZU,FRR90M-VI-C,Diesel,5193,TIPPER,E,11,2,"> 500,000",2020,2021-02
2843,21_02_2843,MGV,ISUZU,FSR90L-VI-C,Diesel,5193,PANTECHNICON,E,14,2,"> 500,000",2020,2021-02
2844,21_02_2844,MGV,FOTON,AUMARK S 9T,Diesel,3760,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-02
2845,21_02_2845,MGV,ISUZU,FVR34MC-VI-C,Diesel,7790,TIPPER,E,16,5,"> 500,000",2020,2021-02
2846,21_02_2846,MGV,SCANIA,P410A4X2NA,Diesel,12742,TRACTOR,A,16,1,"> 500,000",2019,2021-02
2847,21_02_2847,MGV,ISUZU,FRR90M-VI-C,Diesel,5193,PANTECHNICON(TL),E,11,2,"> 500,000",2021,2021-02
2848,21_02_2848,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON,E,16,2,"> 500,000",2020,2021-02
2849,21_02_2849,MGV,IVECO,EUROCARGO,Diesel,6728,PANTECHNICON(TL),E,16,2,"> 300,000 and <= 500,000",2018,2021-02
2850,21_02_2850,MGV,SCANIA,P410A4X2NA,Diesel,12742,TRACTOR,A,16,1,"> 500,000",2019,2021-02
2851,21_02_2851,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-02
2852,21_02_2852,MGV,ISUZU,FXZ77ND-7S-VI-C,Diesel,9839,TIPPER,E,24,2,"> 500,000",2020,2021-02
2853,21_02_2853,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020,2021-02
