,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Unnamed: 11,Date Of Registration
1435,20_07_1435,Private Car,MERCEDES BENZ,E220,Petrol,2199,STATION WAGGON,C2,-,6,"<= 150,000",1994.0,,2020-07
1436,20_07_1436,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1437,20_07_1437,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1438,20_07_1438,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1439,20_07_1439,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020.0,,2020-07
1440,20_07_1440,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,7,"<= 150,000",2011.0,,2020-07
1441,20_07_1441,Private Car,INFINITI,Q60,Petrol,2000,SALOON,D,-,3,"<= 150,000",2016.0,,2020-07
1442,20_07_1442,Private Car,MASERATI,LEVANTE,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
1443,20_07_1443,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020.0,,2020-07
1444,20_07_1444,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014.0,,2020-07
1445,20_07_1445,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1446,20_07_1446,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1447,20_07_1447,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1448,20_07_1448,Private Car,NISSAN,CUBE 15G,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2010.0,,2020-07
1449,20_07_1449,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1450,20_07_1450,Private Car,HONDA,FREED GH,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
1451,20_07_1451,Private Car,PORSCHE,MACAN,Petrol,1984,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
1452,20_07_1452,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1453,20_07_1453,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1454,20_07_1454,Private Car,MERCEDES BENZ,C200 COUPE FL(C205),Petrol,1497,SALOON,A,-,3,"> 150,000 and <= 300,000",2019.0,,2020-07
1455,20_07_1455,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1456,20_07_1456,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1457,20_07_1457,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2012.0,,2020-07
1458,20_07_1458,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1459,20_07_1459,Private Car,MERCEDES BENZ,MERCEDES-AMG CLA35 4MATIC COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1460,20_07_1460,Private Car,TOYOTA,ALPHARD 3.5 GF,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
1461,20_07_1461,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020.0,,2020-07
1462,20_07_1462,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1463,20_07_1463,Private Car,SUBARU,IMPREZA SPORTS SEDAN WRX STI VERSION VI,Petrol,1994,SALOON,C2,-,4,"<= 150,000",1999.0,,2020-07
1464,20_07_1464,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1465,20_07_1465,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1466,20_07_1466,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1467,20_07_1467,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1468,20_07_1468,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1469,20_07_1469,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1470,20_07_1470,Private Car,MERCEDES BENZ,MERCEDES-AMG GT 53 4M 4 DOOR (X290),Petrol,2999,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
1471,20_07_1471,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1472,20_07_1472,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
1473,20_07_1473,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1474,20_07_1474,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1475,20_07_1475,Private Car,HYUNDAI,NEW SANTA FE PREMIUM,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1476,20_07_1476,Private Car,HONDA,ODYSSEY G,Petrol,2356,STATION WAGGON,C2,-,7,"<= 150,000",2014.0,,2020-07
1477,20_07_1477,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1478,20_07_1478,Private Car,MAZDA,MAZDA6 IPM4 2.5 I-NAPPA,Petrol,2488,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1479,20_07_1479,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1480,20_07_1480,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,7,"<= 150,000",2011.0,,2020-07
1481,20_07_1481,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1482,20_07_1482,Private Car,HONDA,BEAT,Petrol,656,CONVERTIBLE,C2,-,1,"<= 150,000",1995.0,,2020-07
1483,20_07_1483,Private Car,TOYOTA,NOAH,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
1484,20_07_1484,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1485,20_07_1485,Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
1486,20_07_1486,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1487,20_07_1487,Private Car,BENTLEY,FLYING SPUR V8,Petrol,3993,SALOON,A,-,4,"> 500,000",2018.0,,2020-07
1488,20_07_1488,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1489,20_07_1489,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020.0,,2020-07
1490,20_07_1490,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1491,20_07_1491,Private Car,RENAULT,ZOE ZE40,Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2018.0,,2020-07
1492,20_07_1492,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
1493,20_07_1493,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1494,20_07_1494,Private Car,PORSCHE,MACAN S,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
1495,20_07_1495,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020.0,,2020-07
1496,20_07_1496,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1497,20_07_1497,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2016.0,,2020-07
1498,20_07_1498,Private Car,PORSCHE,718 BOXSTER,Petrol,1988,CONVERTIBLE,A,-,1,"> 500,000",2020.0,,2020-07
1499,20_07_1499,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1500,20_07_1500,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
1501,20_07_1501,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1502,20_07_1502,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1503,20_07_1503,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1504,20_07_1504,Private Car,MERCEDES BENZ,MERCEDES-AMG GLC43 COUPE (C253),Petrol,2996,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1505,20_07_1505,Private Car,PORSCHE,CAYENNE S COUPE,Petrol,2894,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
1506,20_07_1506,Private Car,MERCEDES BENZ,C300 FL(W205),Petrol,1991,SALOON,A,-,4,"> 150,000 and <= 300,000",2018.0,,2020-07
1507,20_07_1507,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,7,"<= 150,000",2010.0,,2020-07
1508,20_07_1508,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1509,20_07_1509,Private Car,TOYOTA,ALPHARD,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2012.0,,2020-07
1510,20_07_1510,Private Car,VOLVO,XC90 T6 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
1511,20_07_1511,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1512,20_07_1512,Private Car,SUBARU,FORESTER 2.0I-S EYESIGHT HYBRID AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1513,20_07_1513,Private Car,TOYOTA,WISH,Petrol,1798,STATION WAGGON,C2,-,6,"<= 150,000",2014.0,,2020-07
1514,20_07_1514,Private Car,TOYOTA,ESTIMA HYBRID,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2014.0,,2020-07
1515,20_07_1515,Private Car,MERCEDES BENZ,E200 COUPE (C238),Petrol,1991,SALOON,A,-,3,"> 300,000 and <= 500,000",2019.0,,2020-07
1516,20_07_1516,Private Car,SUZUKI,SOLIO 2WD CVT MILD HYBRID,Petrol,1242,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1517,20_07_1517,Private Car,HONDA,FREED GI AERO,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011.0,,2020-07
1518,20_07_1518,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2017.0,,2020-07
1519,20_07_1519,Private Car,MAZDA,CX-30 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1520,20_07_1520,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1521,20_07_1521,Private Car,TOYOTA,AQUA S,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012.0,,2020-07
1522,20_07_1522,Private Car,MAZDA,ROADSTER B2 LIMITED,Petrol,1839,CONVERTIBLE,C2,-,1,"<= 150,000",1997.0,,2020-07
1523,20_07_1523,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1524,20_07_1524,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1525,20_07_1525,Private Car,NISSAN,LEAF LUX,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1526,20_07_1526,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012.0,,2020-07
1527,20_07_1527,Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015.0,,2020-07
1528,20_07_1528,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020.0,,2020-07
1529,20_07_1529,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1530,20_07_1530,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1531,20_07_1531,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015.0,,2020-07
1532,20_07_1532,Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1533,20_07_1533,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1534,20_07_1534,Private Car,SUBARU,IMPREZA WRX STI VERSION V,Petrol,1998,SALOON,C2,-,4,"<= 150,000",1999.0,,2020-07
1535,20_07_1535,Private Car,B.M.W.,M3,Petrol,3201,CONVERTIBLE,C2,-,3,"> 150,000 and <= 300,000",1999.0,,2020-07
1536,20_07_1536,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1537,20_07_1537,Private Car,PORSCHE,911 CARRERA S COUPE,Petrol,2981,SALOON,A,-,3,"> 500,000",2020.0,,2020-07
1538,20_07_1538,Private Car,B.M.W.,218IA GRAN COUPE SPORT (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1539,20_07_1539,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1540,20_07_1540,Private Car,JAGUAR,E-PACE S P200,Petrol,1997,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1541,20_07_1541,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1542,20_07_1542,Private Car,TOYOTA,PRIUS S,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012.0,,2020-07
1543,20_07_1543,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2019.0,,2020-07
1544,20_07_1544,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1545,20_07_1545,Private Car,TOYOTA,NOAH HYBRID G,Petrol,1797,STATION WAGGON,C2,-,6,"<= 150,000",2014.0,,2020-07
1546,20_07_1546,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012.0,,2020-07
1547,20_07_1547,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1548,20_07_1548,Private Car,VOLVO,XC40 T5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1549,20_07_1549,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1550,20_07_1550,Private Car,B.M.W.,X6 XDRIVE40IA M SPORT EDITION (G06),Petrol,2998,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
1551,20_07_1551,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
1552,20_07_1552,Private Car,MERCEDES BENZ,B220 (W247),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1553,20_07_1553,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2017.0,,2020-07
1554,20_07_1554,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015.0,,2020-07
1555,20_07_1555,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1556,20_07_1556,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2017.0,,2020-07
1557,20_07_1557,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1558,20_07_1558,Private Car,MERCEDES BENZ,A220 SALOON (V177),Petrol,1991,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1559,20_07_1559,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
1560,20_07_1560,Private Car,HYUNDAI,IONIQ ELECTRIC,Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1561,20_07_1561,Private Car,MERCEDES BENZ,E200 COUPE (C238),Petrol,1991,SALOON,A,-,3,"> 300,000 and <= 500,000",2019.0,,2020-07
1562,20_07_1562,Private Car,TOYOTA,SAI,Petrol,2362,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
1563,20_07_1563,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1564,20_07_1564,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1565,20_07_1565,Private Car,HONDA,CIVIC TYPE R,Petrol,1595,SALOON,C2,-,3,"<= 150,000",1999.0,,2020-07
1566,20_07_1566,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1567,20_07_1567,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1568,20_07_1568,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1569,20_07_1569,Private Car,MASERATI,LEVANTE,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
1570,20_07_1570,Private Car,FERRARI,458 SPIDER,Petrol,4499,CONVERTIBLE,C2,-,1,"> 500,000",2014.0,,2020-07
1571,20_07_1571,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1572,20_07_1572,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1573,20_07_1573,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1574,20_07_1574,Private Car,SUZUKI,SWIFT SPORT,Petrol,1586,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1575,20_07_1575,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1576,20_07_1576,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1577,20_07_1577,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1578,20_07_1578,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2016.0,,2020-07
1579,20_07_1579,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020.0,,2020-07
1580,20_07_1580,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2017.0,,2020-07
1581,20_07_1581,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
1582,20_07_1582,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1583,20_07_1583,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2019.0,,2020-07
1584,20_07_1584,Private Car,HYUNDAI,KONA ELECTRIC RANGE+,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1585,20_07_1585,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1586,20_07_1586,Private Car,NISSAN,FAIRLADY Z NISMO,Petrol,3696,SALOON,C2,-,1,"> 150,000 and <= 300,000",2015.0,,2020-07
1587,20_07_1587,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
1588,20_07_1588,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1589,20_07_1589,Private Car,NISSAN,NV200 WELCAB,Petrol,1597,Station Waggon(WA),C2,-,6,"<= 150,000",2012.0,,2020-07
1590,20_07_1590,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1591,20_07_1591,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1592,20_07_1592,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1593,20_07_1593,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1594,20_07_1594,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
1595,20_07_1595,Private Car,MINI,MINI COOPER S CLUBMAN AUTOMATIC (F54),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1596,20_07_1596,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1597,20_07_1597,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
1598,20_07_1598,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1599,20_07_1599,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014.0,,2020-07
1600,20_07_1600,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1601,20_07_1601,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1602,20_07_1602,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1603,20_07_1603,Private Car,HONDA,CIVIC TYPE-R,Petrol,1595,SALOON,C2,-,3,"<= 150,000",2000.0,,2020-07
1604,20_07_1604,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020.0,,2020-07
1605,20_07_1605,Private Car,TOYOTA,PRIUS,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2014.0,,2020-07
1606,20_07_1606,Private Car,MITSUBISHI,OUTLANDER 2.4 CVT,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1607,20_07_1607,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012.0,,2020-07
1608,20_07_1608,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2016.0,,2020-07
1609,20_07_1609,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1610,20_07_1610,Private Car,NISSAN,CUBE 15X V SELECTION,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2014.0,,2020-07
1611,20_07_1611,Private Car,MERCEDES BENZ,E200 SPORTSTYLE AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
