,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Unnamed: 11,Date Of Registration
3625,20_07_3625,MGV,MERCEDES BENZ,1018 EEV,Diesel,4801,PANTECHNICON(TL),E,10.5,2,"> 300,000 and <= 500,000",2013.0,,2020-07
3626,20_07_3626,MGV,ISUZU,FSR90N-VI-C,Diesel,5193,PANTECHNICON(TL),E,14,2,"> 500,000",2020.0,,2020-07
3627,20_07_3627,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON,E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3628,20_07_3628,MGV,MAN,TGM 15.250 4X2 BL,Diesel,6871,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3629,20_07_3629,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2019.0,,2020-07
3630,20_07_3630,MGV,VOLVO,FH540 64T (WB3200) E6,Diesel,12777,TRACTOR,A,24,1,"> 500,000",2018.0,,2020-07
3631,20_07_3631,MGV,MAN,TGM 15.250 4X2 BL,Diesel,6871,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3632,20_07_3632,MGV,ISUZU,FSR90Q-VI-C,Diesel,5193,LORRY CRANE,E,14,2,"> 500,000",2020.0,,2020-07
3633,20_07_3633,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3634,20_07_3634,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,RECOVERY LORRY,E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3635,20_07_3635,MGV,ISUZU,FSR90N-VI-C,Diesel,5193,PANTECHNICON(TL),E,14,2,"> 500,000",2020.0,,2020-07
3636,20_07_3636,MGV,VOLVO,FM410 42T (WB3500) E6,Diesel,10837,TRACTOR,A,16,1,"> 500,000",2018.0,,2020-07
3637,20_07_3637,MGV,HINO,300 SERIES XZC740R-HKFTW3,Diesel,4009,PANTECHNICON(TL),E,8.5,2,"> 300,000 and <= 500,000",2019.0,,2020-07
3638,20_07_3638,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3639,20_07_3639,MGV,ISUZU,FRR90M-VI-C,Diesel,5193,PANTECHNICON(TL),E,11,2,"> 500,000",2020.0,,2020-07
3640,20_07_3640,MGV,ISUZU,NQR90K-VI-C,Diesel,5193,FIXED SIDE PLATFORM,E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3641,20_07_3641,MGV,ISUZU,FRR90K-VI-C,Diesel,5193,FIXED SIDE PLATFORM,E,11,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3642,20_07_3642,MGV,ISUZU,FVR34SC-VI-C,Diesel,7790,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3643,20_07_3643,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3644,20_07_3644,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,TIPPER,E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3645,20_07_3645,MGV,ISUZU,FRR90M-VI-C,Diesel,5193,PANTECHNICON(TL),E,11,2,"> 500,000",2020.0,,2020-07
3646,20_07_3646,MGV,VOLVO,FH540 64T (WB3200) E6,Diesel,12777,TRACTOR,A,24,1,"> 500,000",2018.0,,2020-07
3647,20_07_3647,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3648,20_07_3648,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3649,20_07_3649,MGV,HINO,500 SERIES FE8JLPA-QAH,Diesel,7685,PANTECHNICON(TL),E,14,2,"> 500,000",2019.0,,2020-07
3650,20_07_3650,MGV,ISUZU,FVR34SC-VI-C,Diesel,7790,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3651,20_07_3651,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3652,20_07_3652,MGV,ISUZU,FXZ77ND-7S-VI-C,Diesel,9839,TIPPER,E,24,2,"> 500,000",2020.0,,2020-07
3653,20_07_3653,MGV,ISUZU,CYZ52RX-7S-VI-C,Diesel,15681,TANKER,E,24,2,"> 500,000",2019.0,,2020-07
3654,20_07_3654,MGV,MITSUBISHI FUSO,FEC91GR4SDAM,Diesel,2998,PANTECHNICON(TL),E,8.2,2,"> 300,000 and <= 500,000",2019.0,,2020-07
3655,20_07_3655,MGV,SCANIA,P320DB6X2*4MNB,Diesel,9291,PANTECHNICON(TL),E,24,2,"> 500,000",2017.0,,2020-07
3656,20_07_3656,MGV,ISUZU,FVR34QC-VI-C,Diesel,7790,DEMOUNTABLE,E,16,2,"> 500,000",2019.0,,2020-07
3657,20_07_3657,MGV,HINO,500 SERIES GH8JR2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3658,20_07_3658,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2019.0,,2020-07
3659,20_07_3659,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3660,20_07_3660,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,FIXED SIDE PLATFORM,E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3661,20_07_3661,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3662,20_07_3662,MGV,ISUZU,FXZ77LD-7S-VI-C,Diesel,9839,REFUSE COLLECTOR,E,24,2,"> 500,000",2020.0,,2020-07
3663,20_07_3663,MGV,ISUZU,FVR34SC-VI-C,Diesel,7790,PANTECHNICON(TL),E,16,2,"> 500,000",2019.0,,2020-07
3664,20_07_3664,MGV,HINO,300 SERIES XZC720R-HKFTW3,Diesel,4009,PANTECHNICON(TL),E,8.5,2,"> 300,000 and <= 500,000",2019.0,,2020-07
3665,20_07_3665,MGV,ISUZU,CYZ52RX-7S-VI-C,Diesel,15681,LORRY CRANE,E,24,2,"> 500,000",2020.0,,2020-07
3666,20_07_3666,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3667,20_07_3667,MGV,MAN,TGM 15.250 4X2 BL,Diesel,6871,TIPPER,E,16,1,"> 500,000",2020.0,,2020-07
3668,20_07_3668,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3669,20_07_3669,MGV,DONGFENG,KD,Diesel,8880,TIPPER,E,24,2,"> 300,000 and <= 500,000",2017.0,,2020-07
3670,20_07_3670,MGV,HINO,500 SERIES GH8JP2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2019.0,,2020-07
3671,20_07_3671,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3672,20_07_3672,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,5,"> 300,000 and <= 500,000",2020.0,,2020-07
3673,20_07_3673,MGV,HINO,700 SERIES FS1ELMD-KAG,Diesel,12913,TIPPER,E,24,2,"> 500,000",2019.0,,2020-07
3674,20_07_3674,MGV,ISUZU,FRR90K-VI-C,Diesel,5193,PANTECHNICON(TL),E,11,2,"> 500,000",2019.0,,2020-07
3675,20_07_3675,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2019.0,,2020-07
3676,20_07_3676,MGV,HINO,300 SERIES XZC720R-HKFTW3,Diesel,4009,SECURITY CARRIER,E,8.5,4,"> 300,000 and <= 500,000",2019.0,,2020-07
3677,20_07_3677,MGV,SCANIA,P320B4X2NA,Diesel,9291,PANTECHNICON(TL),E,16,1,"> 500,000",2018.0,,2020-07
3678,20_07_3678,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3679,20_07_3679,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,DROP SIDE PLATFORM,E,16,2,"> 500,000",2019.0,,2020-07
3680,20_07_3680,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3681,20_07_3681,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2019.0,,2020-07
3682,20_07_3682,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2019.0,,2020-07
3683,20_07_3683,MGV,ISUZU,FSR90N-VI-C,Diesel,5193,PANTECHNICON(TL),E,14,2,"> 500,000",2019.0,,2020-07
3684,20_07_3684,MGV,ISUZU,FSR90N-VI-C,Diesel,5193,PANTECHNICON(TL),E,14,2,"> 500,000",2020.0,,2020-07
3685,20_07_3685,MGV,ISUZU,FRR90K-VI-C,Diesel,5193,PANTECHNICON(TL),E,11,2,"> 500,000",2019.0,,2020-07
3686,20_07_3686,MGV,HINO,500 SERIES FE8JJPA-QAH,Diesel,7685,PANTECHNICON(TL),E,14,2,"> 500,000",2019.0,,2020-07
3687,20_07_3687,MGV,SCANIA,G410LB6X2MNA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3688,20_07_3688,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3689,20_07_3689,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3690,20_07_3690,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3691,20_07_3691,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3692,20_07_3692,MGV,SCANIA,P410A4X2NA,Diesel,12742,TRACTOR,A,16,1,"> 500,000",2018.0,,2020-07
3693,20_07_3693,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,5,"> 300,000 and <= 500,000",2020.0,,2020-07
3694,20_07_3694,MGV,ISUZU,FSR90N-VI-C,Diesel,5193,PANTECHNICON(TL),E,14,2,"> 500,000",2020.0,,2020-07
3695,20_07_3695,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3696,20_07_3696,MGV,MERCEDES BENZ,2535L,Diesel,7698,PANTECHNICON,E,24,1,"> 500,000",2019.0,,2020-07
3697,20_07_3697,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3698,20_07_3698,MGV,ISUZU,FRR90K-VI-C,Diesel,5193,PANTECHNICON(TL),E,11,2,"> 500,000",2019.0,,2020-07
3699,20_07_3699,MGV,HINO,700 SERIES FS1ELMD-KAG,Diesel,12913,TIPPER,E,24,2,"> 500,000",2019.0,,2020-07
3700,20_07_3700,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3701,20_07_3701,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,5,"> 300,000 and <= 500,000",2020.0,,2020-07
3702,20_07_3702,MGV,SCANIA,G410LB6X2MNA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3703,20_07_3703,MGV,MAN,TGM 15.250 4X2 BL,Diesel,6871,TIPPER,E,16,1,"> 500,000",2020.0,,2020-07
3704,20_07_3704,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2018.0,,2020-07
3705,20_07_3705,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3706,20_07_3706,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3707,20_07_3707,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2019.0,,2020-07
3708,20_07_3708,MGV,MAN,TGM 15.250 4X2 BL,Diesel,6871,TIPPER,E,16,1,"> 500,000",2020.0,,2020-07
3709,20_07_3709,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3710,20_07_3710,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3711,20_07_3711,MGV,ISUZU,FXZ77LD-7S-VI-C,Diesel,9839,DEMOUNTABLE,E,24,2,"> 500,000",2020.0,,2020-07
3712,20_07_3712,MGV,ISUZU,FVR34QC-VI-C,Diesel,7790,REFUSE COLLECTOR,E,16,2,"> 500,000",2019.0,,2020-07
3713,20_07_3713,MGV,ISUZU,FRR90M-VI-C,Diesel,5193,PANTECHNICON(TL),E,11,2,"> 500,000",2020.0,,2020-07
3714,20_07_3714,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3715,20_07_3715,MGV,ISUZU,FVR34SC-VI-C,Diesel,7790,PANTECHNICON(TL),E,16,2,"> 500,000",2020.0,,2020-07
3716,20_07_3716,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3717,20_07_3717,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,FIXED SIDE PLATFORM,E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3718,20_07_3718,MGV,SCANIA,P410B6X2NA,Diesel,12742,PANTECHNICON(TL),E,24,1,"> 500,000",2018.0,,2020-07
3719,20_07_3719,MGV,SCANIA,P280B4X2NA,Diesel,6690,PANTECHNICON(TL),E,16,1,"> 500,000",2019.0,,2020-07
3720,20_07_3720,MGV,ISUZU,FSR90N-VI-C,Diesel,5193,PANTECHNICON(TL),E,14,2,"> 500,000",2019.0,,2020-07
3721,20_07_3721,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3722,20_07_3722,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020.0,,2020-07
3723,20_07_3723,MGV,SCANIA,P410A4X2NA,Diesel,12742,TRACTOR,A,16,1,"> 500,000",2019.0,,2020-07
3724,20_07_3724,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020.0,,2020-07
3725,20_07_3725,HGV,VOLVO,FM420 104R (WB5100) E6,Diesel,12777,DROP SIDE PLATFORM,E,38,2,"> 500,000",2017.0,,2020-07
3726,20_07_3726,HGV,SCANIA,G410LB8X2MNA,Diesel,12742,PANTECHNICON,E,30,1,"> 500,000",2018.0,,2020-07
3727,20_07_3727,HGV,SCANIA,P410B10X4*6NA,Diesel,12742,TIPPER,E,38,1,"> 500,000",2020.0,,2020-07
3728,20_07_3728,HGV,VOLVO,FM420 104R (WB5100),Diesel,12777,DROP SIDE PLATFORM,E,38,1,"> 500,000",2017.0,,2020-07
3729,20_07_3729,HGV,MERCEDES BENZ,3541,Diesel,11946,PANTECHNICON(TL),E,30,2,"> 500,000",2016.0,,2020-07
3730,20_07_3730,HGV,SCANIA,P410LB8X2MNA CP19N,Diesel,12742,PANTECHNICON(TL),E,30,1,"> 500,000",2018.0,,2020-07
3731,20_07_3731,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,DROP SIDE PLATFORM,E,30,2,"> 500,000",2020.0,,2020-07
3732,20_07_3732,HGV,HINO,700 SERIES FY1EUMA-KAG,Diesel,12913,LORRY CRANE,E,30,2,"> 500,000",2019.0,,2020-07
3733,20_07_3733,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,DROP SIDE PLATFORM,E,30,2,"> 500,000",2020.0,,2020-07
3734,20_07_3734,HGV,SCANIA,G410B8X2NA,Diesel,12742,PANTECHNICON(TL),E,30,1,"> 500,000",2019.0,,2020-07
3735,20_07_3735,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020.0,,2020-07
3736,20_07_3736,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020.0,,2020-07
3737,20_07_3737,HGV,ISUZU,CYH52SD-7S-VI-C,Diesel,15681,TIPPER,E,30,2,"> 500,000",2020.0,,2020-07
3738,20_07_3738,Motorcycle,KAWASAKI,NINJA 400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3739,20_07_3739,Motorcycle,ADIVA,AD1 200LT ABS,Petrol,189,SALOON,A,-,1,"<= 150,000",2020.0,,2020-07
3740,20_07_3740,Motorcycle,KAWASAKI,NINJA650 ABS,Petrol,649,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3741,20_07_3741,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3742,20_07_3742,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3743,20_07_3743,Motorcycle,HONDA,CB1000RA,Petrol,998,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3744,20_07_3744,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3745,20_07_3745,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERTECH,Petrol,278,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3746,20_07_3746,Motorcycle,KAWASAKI,Z400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3747,20_07_3747,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3748,20_07_3748,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3749,20_07_3749,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3750,20_07_3750,Motorcycle,KAWASAKI,NINJA 400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3751,20_07_3751,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3752,20_07_3752,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3753,20_07_3753,Motorcycle,HONDA,NM4-02,Petrol,745,SOLO,C2,-,1,"<= 150,000",2017.0,,2020-07
3754,20_07_3754,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3755,20_07_3755,Motorcycle,HARLEY-DAVIDSON,HERITAGE CLASSIC 114,Petrol,1868,SOLO,A,-,1,"> 150,000 and <= 300,000",2020.0,,2020-07
3756,20_07_3756,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3757,20_07_3757,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3758,20_07_3758,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3759,20_07_3759,Motorcycle,YAMAHA,SMAX ABS,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3760,20_07_3760,Motorcycle,HONDA,MONKEY,Petrol,125,SOLO,C2,-,-,"<= 150,000",2019.0,,2020-07
3761,20_07_3761,Motorcycle,YAMAHA,SMAX ABS,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3762,20_07_3762,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3763,20_07_3763,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3764,20_07_3764,Motorcycle,HAOJUE,VR150E,Petrol,150,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3765,20_07_3765,Motorcycle,HARLEY-DAVIDSON,STREET ROD,Petrol,749,SOLO,A,-,1,"<= 150,000",2018.0,,2020-07
3766,20_07_3766,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3767,20_07_3767,Motorcycle,HARTFORD,HD-223H,Petrol,223,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3768,20_07_3768,Motorcycle,SUZUKI,AN400,Petrol,400,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3769,20_07_3769,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3770,20_07_3770,Motorcycle,PIAGGIO,MP3 300 HPE SPORT,Petrol,278,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3771,20_07_3771,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3772,20_07_3772,Motorcycle,KAWASAKI,NINJA650 ABS,Petrol,649,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3773,20_07_3773,Motorcycle,KYMCO,G-DINK 300I MMC ABS E4,Petrol,271,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3774,20_07_3774,Motorcycle,YAMAHA,CYGNUS X,Petrol,125,SOLO,B,-,1,"<= 150,000",2020.0,,2020-07
3775,20_07_3775,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3776,20_07_3776,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3777,20_07_3777,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3778,20_07_3778,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3779,20_07_3779,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3780,20_07_3780,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3781,20_07_3781,Motorcycle,YAMAHA,MT-09,Petrol,847,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3782,20_07_3782,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3783,20_07_3783,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3784,20_07_3784,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3785,20_07_3785,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3786,20_07_3786,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3787,20_07_3787,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3788,20_07_3788,Motorcycle,P.G.O.,TIGRA 200,Petrol,199,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3789,20_07_3789,Motorcycle,PIAGGIO,MP3 300 HPE SPORT,Petrol,278,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3790,20_07_3790,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3791,20_07_3791,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3792,20_07_3792,Motorcycle,KAWASAKI,NINJA 400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3793,20_07_3793,Motorcycle,TRIUMPH,BOBBER TFC,Petrol,1200,SOLO,A,-,-,"> 150,000 and <= 300,000",2020.0,,2020-07
3794,20_07_3794,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3795,20_07_3795,Motorcycle,YAMAHA,XMAX300,Petrol,292,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3796,20_07_3796,Motorcycle,KAWASAKI,NINJA 400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3797,20_07_3797,Motorcycle,DACHANGJIANG,TR150E,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3798,20_07_3798,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3799,20_07_3799,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3800,20_07_3800,Motorcycle,TRIUMPH,STREET TRIPLE RS,Petrol,765,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3801,20_07_3801,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3802,20_07_3802,Motorcycle,KYMCO,NEW DOWNTOWN 350I ABS,Petrol,321,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3803,20_07_3803,Motorcycle,KAWASAKI,Z400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3804,20_07_3804,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3805,20_07_3805,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
3806,20_07_3806,Motorcycle,SUZUKI,GSX1100S KATANA,Petrol,1074,SOLO,C2,-,1,"<= 150,000",1981.0,,2020-07
3807,20_07_3807,Motorcycle,HARLEY-DAVIDSON,FLHTCU-IS/C1450,Petrol,1450,COMBINATION,C2,-,1,"<= 150,000",1999.0,,2020-07
3808,20_07_3808,Motorcycle,KAWASAKI,NINJA650 ABS,Petrol,649,SOLO,A,-,1,"<= 150,000",2018.0,,2020-07
3809,20_07_3809,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020.0,,2020-07
