,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Unnamed: 11,Date Of Registration
4697,20_09_4697,Motorcycle,ADIVA,AD1 200LT ABS,Petrol,189,SALOON,A,-,1,"<= 150,000",2020,,2020-09
4698,20_09_4698,Motorcycle,YAMAHA,SR400,Petrol,399,SOLO,C2,-,1,"<= 150,000",2000,,2020-09
4699,20_09_4699,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4700,20_09_4700,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4701,20_09_4701,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4702,20_09_4702,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,-,"<= 150,000",2020,,2020-09
4703,20_09_4703,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4704,20_09_4704,Motorcycle,ADIVA,AD1 200ST ABS,Petrol,189,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4705,20_09_4705,Motorcycle,HUSQVARNA,SVARTPILEN 250,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4706,20_09_4706,Motorcycle,SYM,JOYMAX Z 300 I (ABS),Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4707,20_09_4707,Motorcycle,YAMAHA,TMAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4708,20_09_4708,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4709,20_09_4709,Motorcycle,DUCATI,1299 PANIGALE S,Petrol,1285,SOLO,A,-,1,"<= 150,000",2015,,2020-09
4710,20_09_4710,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4711,20_09_4711,Motorcycle,KYMCO,NEW GRAND DINK 250I,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4712,20_09_4712,Motorcycle,KAWASAKI,NINJA 400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4713,20_09_4713,Motorcycle,YAMAHA,XMAX300SP,Petrol,292,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4714,20_09_4714,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4715,20_09_4715,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4716,20_09_4716,Motorcycle,HONDA,ADV 150 ABS,Petrol,149,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4717,20_09_4717,Motorcycle,YAMAHA,QBIX,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4718,20_09_4718,Motorcycle,HONDA,CB300PA,Petrol,286,SOLO,A,-,-,"<= 150,000",2020,,2020-09
4719,20_09_4719,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4720,20_09_4720,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4721,20_09_4721,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,-,"<= 150,000",2020,,2020-09
4722,20_09_4722,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4723,20_09_4723,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4724,20_09_4724,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4725,20_09_4725,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4726,20_09_4726,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4727,20_09_4727,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4728,20_09_4728,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4729,20_09_4729,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4730,20_09_4730,Motorcycle,YAMAHA,XSR700,Petrol,689,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4731,20_09_4731,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4732,20_09_4732,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4733,20_09_4733,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4734,20_09_4734,Motorcycle,KAWASAKI,NINJA650 ABS,Petrol,649,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4735,20_09_4735,Motorcycle,B.M.W.,R NINE T,Petrol,1170,SOLO,A,-,1,"> 150,000 and <= 300,000",2020,,2020-09
4736,20_09_4736,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4737,20_09_4737,Motorcycle,PIAGGIO,VESPA GTS300 RACING 60S,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4738,20_09_4738,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4739,20_09_4739,Motorcycle,YAMAHA,CYGNUS X,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4740,20_09_4740,Motorcycle,PIAGGIO,VESPA SPRINT 150 RACING 60S,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4741,20_09_4741,Motorcycle,PIAGGIO,MEDLEY S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4742,20_09_4742,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4743,20_09_4743,Motorcycle,ADIVA,AD1 200LT ABS,Petrol,189,SALOON,A,-,1,"<= 150,000",2020,,2020-09
4744,20_09_4744,Motorcycle,YAMAHA,NMAX155 ABS,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4745,20_09_4745,Motorcycle,HUSQVARNA,SVARTPILEN 250,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4746,20_09_4746,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4747,20_09_4747,Motorcycle,DUCATI,STREETFIGHTER V4S,Petrol,1103,SOLO,A,-,1,"> 150,000 and <= 300,000",2020,,2020-09
4748,20_09_4748,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4749,20_09_4749,Motorcycle,TRIUMPH,STREET TWIN,Petrol,900,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4750,20_09_4750,Motorcycle,KYMCO,NEW GRAND DINK 250I,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4751,20_09_4751,Motorcycle,KYMCO,G-DINK 300I MMC ABS E4,Petrol,271,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4752,20_09_4752,Motorcycle,YAMAHA,MT03 ABS,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4753,20_09_4753,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4754,20_09_4754,Motorcycle,YAMAHA,XSR155,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4755,20_09_4755,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4756,20_09_4756,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4757,20_09_4757,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4758,20_09_4758,Motorcycle,HONDA,MOTOCOMPO,Petrol,49,SOLO-L50,C2,-,-,"<= 150,000",1983,,2020-09
4759,20_09_4759,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4760,20_09_4760,Motorcycle,DACHANGJIANG,NK150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4761,20_09_4761,Motorcycle,KYMCO,NEW DOWNTOWN 350I,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4762,20_09_4762,Motorcycle,HONDA,CBR650RA,Petrol,649,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4763,20_09_4763,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4764,20_09_4764,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4765,20_09_4765,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4766,20_09_4766,Motorcycle,ADIVA,AD1 200LT ABS,Petrol,189,SALOON,A,-,1,"<= 150,000",2020,,2020-09
4767,20_09_4767,Motorcycle,PIAGGIO,VESPA PRIMAVERA 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4768,20_09_4768,Motorcycle,PIAGGIO,VESPA PRIMAVERA 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4769,20_09_4769,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERTECH,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4770,20_09_4770,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4771,20_09_4771,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4772,20_09_4772,Motorcycle,HONDA,SDH125T-37,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4773,20_09_4773,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4774,20_09_4774,Motorcycle,KYMCO,MOVIE S 150I,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4775,20_09_4775,Motorcycle,HONDA,ADV 150 ABS,Petrol,149,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4776,20_09_4776,Motorcycle,ROYAL ALLOY,GP125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4777,20_09_4777,Motorcycle,HARLEY-DAVIDSON,FXDR 114,Petrol,1868,SOLO,A,-,1,"> 150,000 and <= 300,000",2019,,2020-09
4778,20_09_4778,Motorcycle,SYM,CRUISYM 300 I (ABS),Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4779,20_09_4779,Motorcycle,PIAGGIO,VESPA SPRINT S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4780,20_09_4780,Motorcycle,YAMAHA,CYGNUS X,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4781,20_09_4781,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4782,20_09_4782,Motorcycle,HONDA,CRF1100A4,Petrol,1084,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4783,20_09_4783,Motorcycle,HAOJUE,VR150E,Petrol,150,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4784,20_09_4784,Motorcycle,YAMAHA,XSR155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4785,20_09_4785,Motorcycle,YAMAHA,XMAX300SP,Petrol,292,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4786,20_09_4786,Motorcycle,YAMAHA,CYGNUS-X S,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4787,20_09_4787,Motorcycle,P.G.O.,J BUBU 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4788,20_09_4788,Motorcycle,ZNEN,CRUISE 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4789,20_09_4789,Motorcycle,KYMCO,G-DINK 300I MMC ABS E4,Petrol,271,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4790,20_09_4790,Motorcycle,ZNEN,CRUISE 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4791,20_09_4791,Motorcycle,HAOJUE,VR150E,Petrol,150,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4792,20_09_4792,Motorcycle,YAMAHA,YZF-R6,Petrol,599,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4793,20_09_4793,Motorcycle,SUZUKI,DL250,Petrol,248,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4794,20_09_4794,Motorcycle,HONDA,CT125,Petrol,125,SOLO,C2,-,1,"<= 150,000",2020,,2020-09
4795,20_09_4795,Motorcycle,YAMAHA,AEROX 155,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4796,20_09_4796,Motorcycle,YAMAHA,XSR 900,Petrol,847,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4797,20_09_4797,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4798,20_09_4798,Motorcycle,SUZUKI,UH200,Petrol,200,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4799,20_09_4799,Motorcycle,SUZUKI,GSXS750,Petrol,749,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4800,20_09_4800,Motorcycle,YAMAHA,XSR155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4801,20_09_4801,Motorcycle,KYMCO,MOVIE S 150I,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4802,20_09_4802,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4803,20_09_4803,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4804,20_09_4804,Motorcycle,YAMAHA,XSR 900,Petrol,847,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4805,20_09_4805,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4806,20_09_4806,Motorcycle,ROYAL ALLOY,TG300,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4807,20_09_4807,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4808,20_09_4808,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4809,20_09_4809,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4810,20_09_4810,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4811,20_09_4811,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4812,20_09_4812,Motorcycle,HONDA,FORZA,Petrol,248,SOLO,C2,-,1,"<= 150,000",2017,,2020-09
4813,20_09_4813,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4814,20_09_4814,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4815,20_09_4815,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4816,20_09_4816,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4817,20_09_4817,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4818,20_09_4818,Motorcycle,HONDA,LITTLE CUB,Petrol,88,SOLO,C2,-,-,"<= 150,000",1997,,2020-09
4819,20_09_4819,Motorcycle,KAWASAKI,W650,Petrol,675,SOLO,C2,-,1,"<= 150,000",2009,,2020-09
4820,20_09_4820,Motorcycle,HARLEY-DAVIDSON,FORTY-EIGHT,Petrol,1202,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4821,20_09_4821,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4822,20_09_4822,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4823,20_09_4823,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4824,20_09_4824,Motorcycle,HUSQVARNA,SVARTPILEN 250,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4825,20_09_4825,Motorcycle,YAMAHA,YZF-R1M,Petrol,998,SOLO,A,-,1,"> 150,000 and <= 300,000",2020,,2020-09
4826,20_09_4826,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4827,20_09_4827,Motorcycle,KAWASAKI,NINJA 400 ABS,Petrol,399,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4828,20_09_4828,Motorcycle,YAMAHA,NMAX155 ABS,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4829,20_09_4829,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4830,20_09_4830,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4831,20_09_4831,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4832,20_09_4832,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4833,20_09_4833,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4834,20_09_4834,Motorcycle,HONDA,LITTLE CUB,Petrol,88,SOLO,C2,-,-,"<= 150,000",1999,,2020-09
4835,20_09_4835,Motorcycle,PIAGGIO,VESPA SPRINT S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4836,20_09_4836,Motorcycle,DACHANGJIANG,NK150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4837,20_09_4837,Motorcycle,KYMCO,NEW DOWNTOWN 350I,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4838,20_09_4838,Motorcycle,PIAGGIO,VESPA PRIMAVERA 150 RED,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4839,20_09_4839,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4840,20_09_4840,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4841,20_09_4841,Motorcycle,YAMAHA,MT-07A,Petrol,689,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4842,20_09_4842,Motorcycle,DUCATI,HYPERMOTARD 939,Petrol,937,SOLO,C2,-,1,"<= 150,000",2017,,2020-09
4843,20_09_4843,Motorcycle,YAMAHA,NMAX155 ABS,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4844,20_09_4844,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4845,20_09_4845,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4846,20_09_4846,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4847,20_09_4847,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4848,20_09_4848,Motorcycle,UGBEST,EXPRESS,Electric,-,SOLO-L50,A,-,-,"<= 150,000",2020,,2020-09
4849,20_09_4849,Motorcycle,KYMCO,G-DINK 300I MMC ABS E4,Petrol,271,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4850,20_09_4850,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4851,20_09_4851,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4852,20_09_4852,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4853,20_09_4853,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4854,20_09_4854,Motorcycle,HONDA,ADV 150 ABS,Petrol,149,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4855,20_09_4855,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4856,20_09_4856,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4857,20_09_4857,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4858,20_09_4858,Motorcycle,KAWASAKI,W800,Petrol,773,SOLO,A,-,1,"<= 150,000",2019,,2020-09
4859,20_09_4859,Motorcycle,SYM,JOYRIDE S 200 I (ABS),Petrol,175,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4860,20_09_4860,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4861,20_09_4861,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4862,20_09_4862,Motorcycle,KYMCO,G-DINK 300I MMC ABS E4,Petrol,271,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4863,20_09_4863,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,-,"<= 150,000",2020,,2020-09
4864,20_09_4864,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4865,20_09_4865,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4866,20_09_4866,Motorcycle,PIAGGIO,VESPA GTS300 RACING 60S,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4867,20_09_4867,Motorcycle,PIAGGIO,VESPA SPRINT 150 RACING 60S,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4868,20_09_4868,Motorcycle,HONDA,CROSS CUB,Petrol,109,SOLO,C2,-,-,"<= 150,000",2014,,2020-09
4869,20_09_4869,Motorcycle,ROYAL ALLOY,GT125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4870,20_09_4870,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4871,20_09_4871,Motorcycle,TRIUMPH,BONNEVILLE T120R,Petrol,649,SOLO,C2,-,1,"<= 150,000",1968,,2020-09
4872,20_09_4872,Motorcycle,B.M.W.,R NINET SCRAMBLER,Petrol,1170,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4873,20_09_4873,Motorcycle,YAMAHA,MT-09,Petrol,847,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4874,20_09_4874,Motorcycle,YAMAHA,AEROX 155,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,,2020-09
4875,20_09_4875,Motorcycle,ZNEN,CRUISE 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4876,20_09_4876,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4877,20_09_4877,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4878,20_09_4878,Motorcycle,YAMAHA,XSR155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4879,20_09_4879,Motorcycle,KYMCO,NEW DOWNTOWN 350I ABS,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4880,20_09_4880,Motorcycle,HONDA,CBF300NA,Petrol,286,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4881,20_09_4881,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4882,20_09_4882,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4883,20_09_4883,Motorcycle,ADIVA,AD1 200LT ABS,Petrol,189,SALOON,A,-,1,"<= 150,000",2020,,2020-09
4884,20_09_4884,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4885,20_09_4885,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4886,20_09_4886,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4887,20_09_4887,Motorcycle,BRP,RYKER RALLY 900,Petrol,899,OTHERS,A,-,1,"<= 150,000",2020,,2020-09
4888,20_09_4888,Motorcycle,HONDA,CBR650RA,Petrol,649,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4889,20_09_4889,Motorcycle,TRIUMPH,BONNEVILLE T120 BLACK,Petrol,1200,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4890,20_09_4890,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4891,20_09_4891,Motorcycle,HONDA,CBF300NA,Petrol,286,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4892,20_09_4892,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4893,20_09_4893,Motorcycle,ADIVA,AD1 200LT ABS,Petrol,189,SALOON,A,-,1,"<= 150,000",2020,,2020-09
4894,20_09_4894,Motorcycle,PIAGGIO,VESPA PRIMAVERA 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4895,20_09_4895,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4896,20_09_4896,Motorcycle,SYM,DRG 160 I (ABS),Petrol,158,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4897,20_09_4897,Motorcycle,ROYAL ALLOY,GP200S,Petrol,181,SOLO,A,-,1,"<= 150,000",2019,,2020-09
4898,20_09_4898,Motorcycle,YAMAHA,XSR 900,Petrol,847,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4899,20_09_4899,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,,2020-09
4900,20_09_4900,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,,2020-09
