,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Unnamed: 11,Date Of Registration
2629,20_09_2629,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2630,20_09_2630,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2631,20_09_2631,Private Car,MINI,MINI ONE COUNTRYMAN AUTOMATIC (F60),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2632,20_09_2632,Private Car,TOYOTA,SIENTA HV,Petrol,1497,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2633,20_09_2633,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,,2020-09
2634,20_09_2634,Private Car,LEXUS,IS300H HYBRID,Petrol,2493,SALOON,C2,-,4,"> 150,000 and <= 300,000",2014,,2020-09
2635,20_09_2635,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
2636,20_09_2636,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2013,,2020-09
2637,20_09_2637,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2012,,2020-09
2638,20_09_2638,Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2639,20_09_2639,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2640,20_09_2640,Private Car,HONDA,FREED PLUS G HONDA SENSING,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2016,,2020-09
2641,20_09_2641,Private Car,MAZDA,CX-30 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2642,20_09_2642,Private Car,B.M.W.,M135IA XDRIVE (F40),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2643,20_09_2643,Private Car,HYUNDAI,KONA ELECTRIC RANGE+,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2644,20_09_2644,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2645,20_09_2645,Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2646,20_09_2646,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020,,2020-09
2647,20_09_2647,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2010,,2020-09
2648,20_09_2648,Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2649,20_09_2649,Private Car,TOYOTA,86,Petrol,1998,SALOON,C2,-,3,"<= 150,000",2012,,2020-09
2650,20_09_2650,Private Car,HYUNDAI,NEW SANTA FE PREMIUM,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2651,20_09_2651,Private Car,LEXUS,HS250H,Petrol,2362,SALOON,C2,-,4,"<= 150,000",2013,,2020-09
2652,20_09_2652,Private Car,TOYOTA,AQUA HYBRID,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015,,2020-09
2653,20_09_2653,Private Car,B.M.W.,118IA SPORT (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2654,20_09_2654,Private Car,TOYOTA,VELLFIRE,Petrol,2362,STATION WAGGON,D,-,7,"<= 150,000",2012,,2020-09
2655,20_09_2655,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
2656,20_09_2656,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2657,20_09_2657,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020,,2020-09
2658,20_09_2658,Private Car,B.M.W.,X1 SDRIVE20IA XLINE (F48),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2659,20_09_2659,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2660,20_09_2660,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
2661,20_09_2661,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
2662,20_09_2662,Private Car,MAZDA,CX-30 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2663,20_09_2663,Private Car,MERCEDES BENZ,MERCEDES-AMG CLA45 S 4M+ COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 500,000",2020,,2020-09
2664,20_09_2664,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
2665,20_09_2665,Private Car,MERCEDES BENZ,MERCEDES-AMG A45 S 4MATIC+ (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
2666,20_09_2666,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2667,20_09_2667,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2668,20_09_2668,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2669,20_09_2669,Private Car,B.M.W.,X4 XDRIVE30IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2670,20_09_2670,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,,2020-09
2671,20_09_2671,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2672,20_09_2672,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
2673,20_09_2673,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2674,20_09_2674,Private Car,VOLKSWAGEN,NEW E-GOLF,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2675,20_09_2675,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2676,20_09_2676,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2677,20_09_2677,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,,2020-09
2678,20_09_2678,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2679,20_09_2679,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2680,20_09_2680,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2681,20_09_2681,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,,2020-09
2682,20_09_2682,Private Car,VOLVO,XC60 B5 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2683,20_09_2683,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2684,20_09_2684,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,C2,-,3,"> 300,000 and <= 500,000",2019,,2020-09
2685,20_09_2685,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020,,2020-09
2686,20_09_2686,Private Car,TOYOTA,TANK,Petrol,996,STATION WAGGON,C2,-,4,"<= 150,000",2017,,2020-09
2687,20_09_2687,Private Car,FERRARI,F8 TRIBUTO,Petrol,3902,SALOON,A,-,1,"> 500,000",2020,,2020-09
2688,20_09_2688,Private Car,LEXUS,CT200H,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,,2020-09
2689,20_09_2689,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2012,,2020-09
2690,20_09_2690,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2691,20_09_2691,Private Car,HONDA,FREED SPIKE G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013,,2020-09
2692,20_09_2692,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2693,20_09_2693,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2694,20_09_2694,Private Car,PORSCHE,MACAN GTS,Petrol,2894,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
2695,20_09_2695,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2696,20_09_2696,Private Car,B.M.W.,320IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2697,20_09_2697,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
2698,20_09_2698,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
2699,20_09_2699,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
2700,20_09_2700,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2701,20_09_2701,Private Car,MITSUBISHI,GTO TWIN TURBO MR,Petrol,2972,SALOON,C2,-,3,"<= 150,000",1999,,2020-09
2702,20_09_2702,Private Car,MINI,MINI ONE COUNTRYMAN AUTOMATIC (F60),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2703,20_09_2703,Private Car,TESLA,MODEL X LONG RANGE,Electric,-,Station Waggon(Hvy),A,-,5,"> 500,000",2020,,2020-09
2704,20_09_2704,Private Car,TOYOTA,COROLLA RUMION,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2011,,2020-09
2705,20_09_2705,Private Car,PORSCHE,MACAN,Petrol,1984,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
2706,20_09_2706,Private Car,MERCEDES BENZ,EQC 400 4MATIC (N293),Electric,-,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
2707,20_09_2707,Private Car,TOYOTA,NOAH,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2010,,2020-09
2708,20_09_2708,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020,,2020-09
2709,20_09_2709,Private Car,NISSAN,ELGRAND 250 HWS AVM,Petrol,2488,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
2710,20_09_2710,Private Car,TOYOTA,COROLLA RUMION,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2013,,2020-09
2711,20_09_2711,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2712,20_09_2712,Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,,2020-09
2713,20_09_2713,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2714,20_09_2714,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 HIGH,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2715,20_09_2715,Private Car,HONDA,FREED G HIGHWAY EDITION,Petrol,1496,STATION WAGGON,C2,-,7,"<= 150,000",2010,,2020-09
2716,20_09_2716,Private Car,HONDA,FIT HYBRID L PKG,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,,2020-09
2717,20_09_2717,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,,2020-09
2718,20_09_2718,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER M SPORT EDITION (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020,,2020-09
2719,20_09_2719,Private Car,FERRARI,GTC4LUSSO,Petrol,6262,SALOON,A,-,3,"> 500,000",2017,,2020-09
2720,20_09_2720,Private Car,B.M.W.,M340IA XDRIVE SALOON (G20),Petrol,2998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2721,20_09_2721,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2722,20_09_2722,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2723,20_09_2723,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,,2020-09
2724,20_09_2724,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,,2020-09
2725,20_09_2725,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2726,20_09_2726,Private Car,KIA,MORNING SPORT A/T,Petrol,1248,SALOON,A,-,4,"<= 150,000",2020,,2020-09
2727,20_09_2727,Private Car,PORSCHE,911 CARRERA S COUPE,Petrol,2981,SALOON,A,-,3,"> 500,000",2020,,2020-09
2728,20_09_2728,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
2729,20_09_2729,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2017,,2020-09
2730,20_09_2730,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2731,20_09_2731,Private Car,BENTLEY,FLYING SPUR,Petrol,5950,SALOON,A,-,4,"> 500,000",2020,,2020-09
2732,20_09_2732,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,,2020-09
2733,20_09_2733,Private Car,B.M.W.,118I MANUAL M SPORT EDITION (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2734,20_09_2734,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
2735,20_09_2735,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2736,20_09_2736,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2737,20_09_2737,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2738,20_09_2738,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2739,20_09_2739,Private Car,MAZDA,CX-9 IPM 2.5T AWD I-NAPPA,Petrol,2488,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,,2020-09
2740,20_09_2740,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,,2020-09
2741,20_09_2741,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2016,,2020-09
2742,20_09_2742,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2743,20_09_2743,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2744,20_09_2744,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015,,2020-09
2745,20_09_2745,Private Car,PORSCHE,911 CARRERA S COUPE,Petrol,2981,SALOON,A,-,3,"> 500,000",2020,,2020-09
2746,20_09_2746,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2747,20_09_2747,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2748,20_09_2748,Private Car,NISSAN,E-NV200 EVALIA 7-SEATER,Electric,-,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,,2020-09
2749,20_09_2749,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
2750,20_09_2750,Private Car,TOYOTA,LAND CRUISER,Petrol,4608,Station Waggon(Hvy),D,-,7,"> 150,000 and <= 300,000",2013,,2020-09
2751,20_09_2751,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,,2020-09
2752,20_09_2752,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015,,2020-09
2753,20_09_2753,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2754,20_09_2754,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2755,20_09_2755,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2756,20_09_2756,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2757,20_09_2757,Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,,2020-09
2758,20_09_2758,Private Car,PORSCHE,PANAMERA TURBO S E-HYBRID,Petrol,3996,SALOON,A,-,3,"> 500,000",2017,,2020-09
2759,20_09_2759,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 HIGH,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2760,20_09_2760,Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2761,20_09_2761,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
2762,20_09_2762,Private Car,HONDA,CIVIC SIR,Petrol,1590,SALOON,C2,-,4,"<= 150,000",1991,,2020-09
2763,20_09_2763,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2764,20_09_2764,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2020,,2020-09
2765,20_09_2765,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2766,20_09_2766,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2767,20_09_2767,Private Car,TOYOTA,STARLET,Petrol,1331,SALOON,C2,-,4,"<= 150,000",1998,,2020-09
2768,20_09_2768,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2769,20_09_2769,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2015,,2020-09
2770,20_09_2770,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2771,20_09_2771,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
2772,20_09_2772,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2773,20_09_2773,Private Car,HYUNDAI,KONA,Petrol,1591,STATION WAGGON,A,-,4,"<= 150,000",2019,,2020-09
2774,20_09_2774,Private Car,KIA,SORENTO PE 2.4 GDI GT AWD,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2775,20_09_2775,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2776,20_09_2776,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
2777,20_09_2777,Private Car,MASERATI,LEVANTE S GRANSPORT,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2019,,2020-09
2778,20_09_2778,Private Car,MINI,MINI ONE COUNTRYMAN AUTOMATIC (F60),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2779,20_09_2779,Private Car,B.M.W.,M5 SALOON COMPETITION (F90),Petrol,4395,SALOON,A,-,4,"> 500,000",2020,,2020-09
2780,20_09_2780,Private Car,HONDA,FIT 1.3G,Petrol,1339,STATION WAGGON,C2,-,4,"<= 150,000",2011,,2020-09
2781,20_09_2781,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2782,20_09_2782,Private Car,TOYOTA,VITZ,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,,2020-09
2783,20_09_2783,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,,2020-09
2784,20_09_2784,Private Car,TOYOTA,ALPHARD HV,Petrol,2494,STATION WAGGON,A,-,6,"> 500,000",2020,,2020-09
2785,20_09_2785,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2786,20_09_2786,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2787,20_09_2787,Private Car,MERCEDES BENZ,E300 CABRIOLET (A238),Petrol,1991,CONVERTIBLE,A,-,3,"> 300,000 and <= 500,000",2019,,2020-09
2788,20_09_2788,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,,2020-09
2789,20_09_2789,Private Car,PORSCHE,MACAN,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2790,20_09_2790,Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019,,2020-09
2791,20_09_2791,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2792,20_09_2792,Private Car,B.M.W.,118IA M SPORT EDITION (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2793,20_09_2793,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2794,20_09_2794,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
2795,20_09_2795,Private Car,KIA,CERATO K3 1.6 MPI,Petrol,1591,SALOON,A,-,4,"<= 150,000",2020,,2020-09
2796,20_09_2796,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
2797,20_09_2797,Private Car,HONDA,EF8,Petrol,1595,SALOON,C2,-,1,"<= 150,000",1990,,2020-09
2798,20_09_2798,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2011,,2020-09
2799,20_09_2799,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
2800,20_09_2800,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2015,,2020-09
2801,20_09_2801,Private Car,MERCEDES BENZ,MERCEDES-AMG CLA45 S 4M+ COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 500,000",2020,,2020-09
2802,20_09_2802,Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
